Min,Max,Mean,Median,PeakToPeak,RMS,Std,Var,Type
0.494754876662061,1.04211272623846,0.828786749668141,0.867594861044877,0.547357849576404,0.844188280154746,0.163360349034761,0.0266866036367591,bt
-0.918020002806708,1.07103619965504,0.122663207099753,0.245672309196014,1.98905620246175,0.749379607627342,0.752357781639058,0.566042231592844,bt
-1.05053371416675,-0.632672241813772,-0.886214427684589,-0.939032887720735,0.417861472352981,0.89574434247114,0.132621311278873,0.0175884122053277,bt
-0.984914674284699,0.171455501171796,-0.6543856768963,-0.717986543446756,1.1563701754565,0.720288498944799,0.306317547650927,0.093830439998878,bt
-1.0409797640326,0.475211206041622,-0.379652876609536,-0.530341385982833,1.51619097007422,0.624048079966982,0.504044048613132,0.254060402942317,bt
-1.02758387967604,0.726379942746289,-0.367612656381774,-0.445432503828719,1.75396382242233,0.642957874892584,0.536836538997387,0.288193469602693,bt
-1.11362412180154,0.895765623849516,-0.355238147389029,-0.621967712408664,2.00938974565106,0.728313231986073,0.647057478492408,0.418683380472953,bt
0.493096374930033,1.06843354028826,0.810800894042512,0.862249451402573,0.57533716535823,0.827348658324274,0.16755848306043,0.0280758452455125,bt
-0.388283164179689,1.06027449414163,0.43810199128374,0.518740597269083,1.44855765832132,0.646463375284687,0.483789530821627,0.23405231013261,bt
0.448627049119384,1.07571339685362,0.839471913725775,0.845355900124649,0.627086347734241,0.857369649887637,0.177353466256251,0.0314542519931073,bt
-0.500439939835287,1.0619187825709,0.37062119786575,0.409418656454448,1.56235872240619,0.588818905011463,0.465643996722826,0.216824331684007,bt
0.508369950559098,1.07744517608227,0.822727114694444,0.837095000436092,0.569075225523175,0.841445166787821,0.179617832420572,0.0322625657234646,bt
0.475290566955921,1.13145341260379,0.822958557835192,0.832030658265133,0.656162845647869,0.841903370741429,0.180739990317229,0.032666944099872,bt
0.401343985450374,1.14758396167495,0.84237139372711,0.901519917946167,0.746239976224576,0.865402877432843,0.201834858563651,0.0407373101314089,bt
-1.04634209694215,0.356726073664077,-0.434183964805058,-0.45620622432093,1.40306817060623,0.613258643654251,0.440760017832896,0.194269393320055,bt
0.397825858364468,1.11210203413212,0.821431616868127,0.859526520535361,0.714276175767656,0.840553678453523,0.181426585896703,0.0329156060701339,bt
0.332495527030762,1.03027738610304,0.826976784620023,0.879739333963068,0.697781859072274,0.844709378091176,0.175219923331727,0.0307020215323764,bt
-0.451901145244413,1.02543159906025,0.375748862705576,0.417952605153649,1.47733274430467,0.581021746943595,0.451013652600956,0.203413314832455,bt
0.489386049188802,1.10593691415266,0.832992427064273,0.843164233741071,0.616550864963856,0.850441886441696,0.174425131439417,0.0304241264776579,bt
0.497234531542269,1.13107377245436,0.840403787848683,0.837953533684449,0.633839240912086,0.85857744816846,0.178827982821332,0.0319794474399466,bt
-1.10172868943391,0.418297329864177,-0.445130973929962,-0.461848785854063,1.52002601929809,0.631017558722872,0.455176798008883,0.20718591744562,bt
-0.879760086655983,1.06515633617007,0.415112829543873,0.577474336333072,1.94491642282605,0.692422476131955,0.564002802102424,0.318099160779386,bt
-1.05473158580457,1.08754942484907,-0.103617999717725,-0.159548249404525,2.14228101065364,0.73894871084818,0.744598326869735,0.554426668377209,bt
-1.00758538402142,1.03926995876497,-0.146354050226495,-0.315204357422866,2.04685534278638,0.725258775795293,0.722911838422058,0.522601526130759,bt
-0.616621681618859,1.1564432320198,0.48379944026922,0.562554650136594,1.77306491363866,0.682288438728962,0.489614018580432,0.23972188719048,bt
-1.02825518375459,0.475288337006148,-0.444705409071653,-0.514621554854094,1.50354352076074,0.633167097238246,0.458685719235564,0.210392589030646,bt
-0.995527003335144,1.09273696849814,0.334208199133997,0.625821736119238,2.08826397183328,0.717879743637194,0.646585260446043,0.418072499026078,bt
-1.03413401275636,1.12265924635601,0.103222632097513,0.284388784594123,2.15679325911236,0.749105602936664,0.755092815596793,0.570165160165892,bt
-1.07297431198237,1.02431850490821,-0.330734183330575,-0.55529929253827,2.09729281689058,0.699306420128747,0.627059085478972,0.393203096681725,bt
-0.533911073679766,1.013159158465,0.475910962353449,0.628255210280887,1.54707023214476,0.653007950701101,0.45504772309103,0.207068430290331,bt
-1.05131408877726,0.336321826972367,-0.531582217605924,-0.691717931320402,1.38763591574963,0.667207822879126,0.410357514868432,0.168393290008995,bt
-0.715234124088758,1.04867506233504,0.396772897520845,0.552382334809774,1.7639091864238,0.704262781267483,0.592155947524268,0.350648666188364,bt
-1.09893338023026,0.673142164539814,-0.257145832181138,-0.339696269160084,1.77207554477007,0.682415997544854,0.643302329119422,0.413837886650473,bt
-1.02573738861302,0.220698732080251,-0.513194653145762,-0.551677123884444,1.24643612069327,0.642260136513439,0.393008115018407,0.154455378470321,bt
-0.831577908867477,1.04976528725893,0.370824273650279,0.591111436467715,1.8813431961264,0.701262716589969,0.605731668456059,0.366910854170561,bt
